,year,month,region,count
1656,1997,7,QUEENS,0
1657,1997,7,MANHATTAN,0
1658,1997,7,BROOKLYN,1
1659,1997,7,STATEN ISLAND,0
1660,1997,5,BRONX,0
1661,1997,5,QUEENS,0
1662,1997,5,MANHATTAN,0
1663,1997,5,BROOKLYN,0
1664,1997,5,STATEN ISLAND,0
1665,1997,3,BRONX,0
1666,1997,3,QUEENS,0
1667,1997,3,MANHATTAN,0
1668,1997,3,BROOKLYN,0
1669,1997,3,STATEN ISLAND,0
1670,1997,1,BRONX,0
1671,1997,1,QUEENS,0
1672,1997,1,MANHATTAN,1
1673,1997,1,BROOKLYN,1
1674,1997,1,STATEN ISLAND,0
1675,1997,2,BRONX,0
1676,1997,2,QUEENS,0
1677,1997,2,MANHATTAN,0
1678,1997,2,BROOKLYN,0
1679,1997,2,STATEN ISLAND,0
1680,1991,12,BRONX,0
1681,1991,12,QUEENS,0
1682,1991,12,MANHATTAN,0
1683,1991,12,BROOKLYN,0
1684,1991,12,STATEN ISLAND,0
1685,1991,4,BRONX,0
1686,1991,4,QUEENS,0
1687,1991,4,MANHATTAN,0
1688,1991,4,BROOKLYN,0
1689,1991,4,STATEN ISLAND,0
1690,1991,6,BRONX,0
1691,1991,6,QUEENS,0
1692,1991,6,MANHATTAN,0
1693,1991,6,BROOKLYN,0
1694,1991,6,STATEN ISLAND,0
1695,1991,11,BRONX,0
1696,1991,11,QUEENS,0
1697,1991,11,MANHATTAN,0
1698,1991,11,BROOKLYN,0
1699,1991,11,STATEN ISLAND,0
1700,1991,10,BRONX,0
1701,1991,10,QUEENS,0
1702,1991,10,MANHATTAN,0
1703,1991,10,BROOKLYN,0
1704,1991,10,STATEN ISLAND,0
1705,1991,9,BRONX,0
1706,1991,9,QUEENS,0
1707,1991,9,MANHATTAN,0
1708,1991,9,BROOKLYN,0
1709,1991,9,STATEN ISLAND,0
1710,1991,8,BRONX,0
1711,1991,8,QUEENS,0
1712,1991,8,MANHATTAN,0
1713,1991,8,BROOKLYN,0
1714,1991,8,STATEN ISLAND,0
1715,1991,7,BRONX,0
1716,1991,7,QUEENS,0
1717,1991,7,MANHATTAN,0
1718,1991,7,BROOKLYN,0
1719,1991,7,STATEN ISLAND,0
1720,1991,5,BRONX,0
1721,1991,5,QUEENS,0
1722,1991,5,MANHATTAN,0
1723,1991,5,BROOKLYN,0
1724,1991,5,STATEN ISLAND,0
1725,1991,3,BRONX,0
1726,1991,3,QUEENS,0
1727,1991,3,MANHATTAN,0
1728,1991,3,BROOKLYN,0
1729,1991,3,STATEN ISLAND,0
1730,1991,1,BRONX,0
1731,1991,1,QUEENS,0
1732,1991,1,MANHATTAN,0
1733,1991,1,BROOKLYN,1
1734,1991,1,STATEN ISLAND,1
1735,1991,2,BRONX,0
1736,1991,2,QUEENS,0
1737,1991,2,MANHATTAN,0
1738,1991,2,BROOKLYN,0
1739,1991,2,STATEN ISLAND,0
